,stock_large,stock_small,bond,stock_HongKong,stock_US
2011/1/13,-0.0335,-0.1412,-0.1439,0.4699,-0.1711
2011/1/14,-1.5733,-2.1408,-0.0834,0.1826,0.7385
2011/1/17,-3.8007,-4.3086,0.0531,-0.5199,
2011/1/18,0.1109,0.3772,-0.4475,-0.0124,0.1376
2011/1/19,2.2569,2.4052,0.0305,1.0998,-1.0116
2011/1/20,-3.2888,-3.6316,0.0305,-1.7032,-0.1295
2011/1/21,1.3157,0.6469,0.0838,-0.5284,0.2414
2011/1/24,-0.9795,-2.3928,-0.038,-0.3144,0.5836
2011/1/25,-0.5273,-1.2865,-0.0913,-0.0544,0.0263
2011/1/26,1.3536,1.9112,0.0609,0.2287,0.4221
2011/1/27,1.6128,1.7609,-0.0152,-0.2668,0.2244
2011/1/28,0.3393,1.0082,0.2665,-0.6838,-1.7852
2011/1/31,1.3097,1.3776,-0.0152,-0.7185,0.7663
2011/2/1,0.0252,0.4277,0.0987,0.1519,1.6694
2011/2/9,-1.1807,-0.4505,-0.6754,-1.3581,1.0164
2011/2/10,2.0788,2.6955,-0.0458,-1.966,0.075
2011/2/11,0.541,1.116,-0.0153,0.5298,0.5507
2011/2/14,3.1461,1.7901,0.1758,1.2797,0.2385
2011/2/15,-0.0457,-0.0576,-0.0305,-0.957,-0.3235
2011/2/16,0.959,1.704,0.1374,1.1231,0.6257
2011/2/17,-0.0807,0.7029,-0.0152,0.6256,0.3076
2011/2/18,-1.0484,-0.9233,-0.122,1.2591,0.1925
2011/2/21,1.4332,2.0548,0,-0.4654,
2011/2/22,-2.8954,-2.6417,-0.1756,-2.106,-2.0529
2011/2/23,0.3529,1.4117,0.1376,-0.365,-0.6112
2011/2/24,0.5101,0.9776,0.0993,-1.3352,-0.0994
2011/2/25,0.2094,0.1008,0.1526,1.82,1.055
2011/2/28,1.3117,1.2401,0.0686,1.4151,0.5561
2011/3/1,0.4733,0.5345,0.0381,0.2502,-1.574
2011/3/2,-0.3562,-0.2675,-0.0533,-1.4864,0.1615
2011/3/3,-0.6654,-1.9514,0.0381,0.32,1.7219
2011/3/4,1.5193,1.1694,0.0609,1.2388,-0.7378
2011/3/7,1.952,1.3937,-0.0608,-0.4087,-0.8341
2011/3/8,0.0884,0.5349,0.1218,1.7094,0.8923
2011/3/9,0.042,0.3026,0.0456,0.415,-0.1362
2011/3/10,-1.7551,-0.7325,0.0684,-0.8199,-1.8871
2011/3/11,-1.0025,-0.0713,-0.1367,-1.5461,0.708
2011/3/14,0.4787,0.9785,0.1825,0.4133,-0.6049
2011/3/15,-1.8069,-1.1311,0.0759,-2.8597,-1.12
2011/3/16,1.3806,1.3257,0.0455,0.0998,-1.9495
2011/3/17,-1.573,-1.8315,0.0303,-1.8345,1.3398
2011/3/18,0.5813,0.4467,-0.0227,0.0709,0.4302
2011/3/21,-0.2667,-0.7963,-0.1364,1.7264,1.4994
2011/3/22,0.4942,-0.0058,0.2732,0.7612,-0.3551
2011/3/23,1.3021,1.367,-0.2271,-0.1422,0.2914
2011/3/24,-0.4155,0.2701,0.2048,0.3938,0.9341
2011/3/25,1.3263,0.8334,0,1.0621,0.3161
2011/3/28,-0.1188,-0.2454,0,-0.3907,-0.2748
2011/3/29,-0.9905,-1.7001,0.0606,-0.0339,0.706
2011/3/30,-0.0583,-0.9119,0.1059,1.6959,0.6685
2011/3/31,-1.0071,-1.2665,0,0.3245,-0.1829
2011/4/1,1.5339,1.2934,-0.0453,1.1662,0.4963
2011/4/6,1.1714,-0.1429,-0.1512,2.0299,0.2349
2011/4/7,0.4033,0.6309,0.0757,-0.0134,-0.152
2011/4/8,0.8705,1.1601,0,0.4706,-0.4004
2011/4/11,-0.5944,-0.8092,0.0908,-0.3812,-0.2793
2011/4/12,-0.1997,0.1434,0.0983,-1.3443,-0.7777
2011/4/13,1.3605,0.9922,0.0906,0.6617,0.019
2011/4/14,-0.5478,-0.2776,0.0377,-0.5015,0.0084
2011/4/15,0.1605,0.2242,-0.0226,-0.0247,0.3925
2011/4/18,0.0147,0.3192,-0.0679,-0.7404,-1.1018
2011/4/19,-1.8939,-1.2116,0.0227,-1.2996,0.5731
2011/4/20,-0.0016,0.7086,-0.0075,1.5964,1.3515
2011/4/21,0.6557,0.6932,0.0226,1.0136,0.5277
2011/4/22,-0.5253,-0.4431,-0.0302,,
2011/4/25,-1.5263,-2.1365,0.0075,,-0.1593
2011/4/26,-0.5728,-1.6657,0.0075,-0.5424,0.898
2011/4/27,-0.6641,-1.1483,0.0679,-0.4771,0.625
2011/4/28,-1.4871,-3.2173,0.0603,-0.365,0.3555
2011/4/29,0.9788,1.7128,0.1432,-0.3563,0.2301
2011/5/3,0.5766,1.7305,0.128,-0.3691,-0.5126
2011/5/4,-2.5569,-2.1499,-0.2481,-1.3456,-0.6855
2011/5/5,-0.093,0.2582,0.6105,-0.23,-0.907
2011/5/6,-0.151,0.4714,0.2098,-0.4405,0.382
2011/5/9,0.2679,0.8237,0.0972,0.7637,0.4544
2011/5/10,0.7496,0.588,-0.0299,,0.8074
2011/5/11,-0.258,0.2199,0.0149,-0.1894,-1.1111
2011/5/12,-1.3825,-1.3327,0.0299,-0.9361,0.4895
2011/5/13,0.8541,0.7971,0.0299,0.8777,-0.8067
2011/5/16,-0.8833,-0.0379,-0.0075,-1.3561,-0.6204
2011/5/17,0.502,-0.5459,0.0224,-0.2594,-0.0369
2011/5/18,0.7494,0.6614,0.0075,0.4806,0.8804
2011/5/19,-0.5969,-0.536,-0.0672,0.6616,0.2178
2011/5/20,0.0307,-0.3424,0.0672,0.1555,-0.7688
2011/5/23,-3.1592,-3.7765,0.0224,-2.1051,-1.1926
2011/5/24,0.1073,-0.1592,0,0.087,-0.0827
2011/5/25,-1.1856,-1.1414,0.0298,0.0726,0.3183
2011/5/26,-0.4,-0.9917,0.0075,0.6748,0.3953
2011/5/27,-0.5061,-3.15,-0.0224,0.9488,0.4081
2011/5/30,-0.297,-1.8932,0.0224,0.2866,
2011/5/31,1.5925,2.2837,0.0075,2.1558,1.0593
2011/6/1,0.0872,1.0489,0,-0.2436,-2.2785
2011/6/2,-1.6134,-1.3559,-0.0298,-1.577,-0.1225
2011/6/3,1.0368,1.72,0.0298,-1.3085,-0.9734
2011/6/7,0.5998,0.9122,0.0224,-0.3525,-1.1706
2011/6/8,0.1461,0.3446,-0.0671,-0.9053,-0.4187
2011/6/9,-1.8867,-2.3284,-0.0821,-0.2286,0.7378
2011/6/10,0.3402,0.2764,-0.0597,-0.838,-1.398
2011/6/13,-0.3911,-0.0059,0.0075,0.3912,0.0669
2011/6/14,1.4646,1.6146,-0.1121,-0.0537,1.2612
2011/6/15,-1.0168,-0.9083,-0.2244,-0.6767,-1.7432
2011/6/16,-1.5369,-2.1679,-0.0975,-1.7484,0.1754
2011/6/17,-0.8713,-1.4715,0.03,-1.1745,0.3045
2011/6/20,-0.5968,-1.3514,0.135,-0.4413,0.5395
2011/6/21,1.1888,1.3945,0.045,1.1624,1.3423
2011/6/22,-0.0169,-0.3965,-0.0899,0.0429,-0.6468
2011/6/23,1.6863,1.8911,-0.0824,-0.4613,-0.2828
2011/6/24,2.3614,2.413,0.1875,1.8972,-1.1726
2011/6/27,0.298,1.3086,-0.015,-0.5871,0.9184
2011/6/28,0.1727,0.1376,-0.03,0.0908,1.2944
2011/6/29,-1.3665,-1.3757,0.03,-0.0027,0.8283
2011/6/30,1.4639,1.5025,-0.03,1.5272,1.0119
2011/7/1,0.1858,0.555,0.0749,,1.441
2011/7/4,2.3686,2.4897,0.015,1.6625,
2011/7/5,0.0167,0.6364,-0.0075,-0.0989,-0.1336
2011/7/6,-0.2814,0.242,0,-1.0128,0.1002
2011/7/7,-0.3864,0.0112,-0.0374,0.0561,1.0454
2011/7/8,0.2419,-0.1016,0.015,0.8711,-0.6961
2011/7/11,0.1294,0.8999,0.0075,-1.6685,-1.809
2011/7/12,-1.8085,-1.4231,-0.0075,-3.0611,-0.4434
2011/7/13,1.6141,1.9932,-0.015,1.2174,0.3106
2011/7/14,0.3058,0.8444,-0.0524,0.0607,-0.6716
2011/7/15,0.4219,0.614,-0.0599,-0.2954,0.5554
2011/7/18,-0.201,-0.016,-0.0974,-0.3229,-0.813
2011/7/19,-0.8799,-1.0532,-0.2551,0.4478,1.6309
2011/7/20,-0.115,0.1105,-0.2482,0.4625,-0.0671
2011/7/21,-1.0489,-1.3336,-0.2111,-0.0745,1.3546
2011/7/22,0.2892,0.3459,0.1209,2.0808,0.0908
2011/7/25,-3.2496,-3.8994,-0.0302,-0.675,-0.5643
2011/7/26,0.3193,0.4257,-0.068,1.2506,-0.4105
2011/7/27,0.7484,1.662,0.0227,-0.1346,-2.0309
2011/7/28,-0.635,-0.6259,-0.0227,0.1289,-0.3234
2011/7/29,-0.2993,-1.1232,0,-0.5781,-0.6451
2011/8/1,0.1898,0.3488,0.0151,0.9943,-0.4132
2011/8/2,-0.7166,-0.7251,0.0378,-1.0674,-2.5557
2011/8/3,-0.0512,0.3121,-0.3927,-1.9122,0.5016
2011/8/4,0.1841,0.5243,0.0682,-0.491,-4.782
2011/8/5,-2.1245,-1.9445,0.2121,-4.2888,-0.0575
2011/8/8,-3.5728,-5.0065,0.2041,-2.175,-6.6634
2011/8/9,0.1537,-0.3155,0.1283,-5.6605,4.7407
2011/8/10,0.9267,1.4267,0.0753,2.3433,-4.4152
2011/8/11,1.5157,1.7287,0.2033,-0.953,4.629
2011/8/12,0.2944,1.156,-0.0676,0.1269,0.5262
2011/8/15,1.4787,1.461,0.0526,3.2624,2.1785
2011/8/16,-0.6958,-0.8399,-0.0225,-0.237,-0.9739
2011/8/17,-0.3992,-0.4376,0,0.3807,0.0947
2011/8/18,-1.7934,-1.7145,0.0075,-1.3444,-4.4594
2011/8/19,-0.9382,-0.9261,0.0526,-3.0792,-1.5009
2011/8/22,-1.0641,-0.7067,0.0826,0.4482,0.0258
2011/8/23,1.5558,1.6261,-0.045,1.9945,3.4285
2011/8/24,-0.3895,-0.1566,-0.015,-2.0565,1.312
2011/8/25,3.3388,2.0821,-0.0751,1.4676,-1.5566
2011/8/26,-0.0903,0.2268,-0.0827,-0.8586,1.5122
2011/8/29,-1.6685,-0.8888,-0.4363,1.4412,2.828
2011/8/30,-0.388,-0.8559,-0.1284,1.7068,0.2347
2011/8/31,0.1772,-0.476,0.0227,1.6367,0.4922
2011/9/1,-0.43,-0.8006,0.1286,0.2458,-1.1871
2011/9/2,-1.0824,-1.1397,0.0453,-1.8092,-2.5282
2011/9/5,-2.1412,-2.4605,0.0604,-2.9511,
2011/9/6,-0.7476,-0.7825,0.1056,0.4797,-0.7436
2011/9/7,2.0485,2.4127,-0.0829,1.7123,2.8646
2011/9/8,-0.8271,-1.073,-0.083,-0.6743,-1.0612
2011/9/9,-0.1818,-0.6199,0.0378,-0.232,-2.6705
2011/9/12,,,,-4.2085,
2011/9/13,-1.12,-1.6406,0.0755,,1.6149
2011/9/14,0.4715,1.1488,-0.0226,0.0783,1.348
2011/9/15,-0.1484,0.08,0,0.7144,1.7187
2011/9/16,0.1809,-0.0162,-0.0679,1.4275,0.5707
2011/9/19,-2.0014,-1.9676,0.0377,-2.762,-0.9803
2011/9/20,0.3947,0.4832,-0.0151,0.5119,-0.1661
2011/9/21,3.0175,2.9684,0,-1.0025,-2.939
2011/9/22,-3.0791,-2.884,0.0528,-4.846,-3.1883
2011/9/23,-0.6036,-0.8205,0.347,-1.3573,0.6082
2011/9/26,-2.1936,-1.6104,0.248,-1.4773,2.3336
2011/9/27,1.0326,0.4148,-0.0675,4.1519,1.0688
2011/9/28,-1.0345,-1.6825,-0.015,-0.6591,-2.0691
2011/9/29,-0.8582,-3.2182,0.0825,,0.8114
2011/9/30,-0.264,-0.3677,0.1275,-2.3244,-2.4974
2011/10/10,-0.9402,-0.6288,0.5242,0.6744,5.6098
2011/10/11,-0.199,-0.3822,0.067,2.4309,0.0544
2011/10/12,3.635,3.4764,-0.0521,1.0356,0.9795
2011/10/13,0.6747,1.2959,-0.0521,2.3369,-0.2974
2011/10/14,-0.3312,-0.4163,0.1789,-1.3649,1.738
2011/10/17,0.4962,0.2993,0.0446,2.0117,-1.937
2011/10/18,-2.8025,-3.0046,0.1413,-4.2256,2.0419
2011/10/19,-0.3521,-0.5895,0.1262,1.2876,-1.2649
2011/10/20,-2.4215,-2.9501,0.2879,-1.7812,0.4554
2011/10/21,-0.5021,-1.8386,0.2734,0.237,1.8809
2011/10/24,2.743,1.7722,-0.1302,4.1391,1.2873
2011/10/25,1.8922,2.8424,-0.0802,1.0461,-2.0045
2011/10/26,0.999,1.0776,0.0667,0.5184,1.0537
2011/10/27,0.2197,0.1185,-0.0713,3.2631,3.4291
2011/10/28,1.9394,2.3093,0.0532,1.6788,0.0389
2011/10/31,-0.5061,0.5168,0.2136,-0.7711,-2.4738
2011/11/1,0.0826,0.0117,0.1088,-2.4914,-2.7942
2011/11/2,1.6629,1.8238,0.1148,1.8779,1.6105
2011/11/3,0.0697,0.6098,0.0968,-2.4892,1.8782
2011/11/4,0.7086,0.8178,0.1067,3.1196,-0.628
2011/11/7,-0.995,-0.3961,0.0352,-0.831,0.6296
2011/11/8,-0.312,-1.3904,0.1876,0.0029,1.1736
2011/11/9,0.8778,1.6869,0.3018,1.7072,-3.6695
2011/11/10,-1.8922,-1.4937,0.3437,-5.2489,0.8616
2011/11/11,-0.1699,-0.0548,0.0252,0.9137,1.9489
2011/11/14,2.048,2.3983,0.0838,1.9387,-0.955
2011/11/15,-0.2005,0.7957,-0.1452,-0.8188,0.4817
2011/11/16,-2.7167,-2.4887,0.0142,-2.003,-1.6616
2011/11/17,-0.3033,-0.2149,-0.0306,-0.7565,-1.68
2011/11/18,-2.0857,-2.8503,-0.0194,-1.7337,-0.0395
2011/11/21,0.1225,0.0852,-0.034,-1.4352,-1.8648
2011/11/22,-0.0081,-0.2195,-0.0157,0.1412,-0.4141
2011/11/23,-0.9758,-0.3849,0.1061,-2.1212,-2.2095
2011/11/24,0.1898,-0.1882,0.128,0.3956,
2011/11/25,-0.7317,-0.6078,-0.0304,-1.3695,-0.2686
2011/11/28,0.1303,0.1008,-0.0217,1.9691,2.924
2011/11/29,1.3697,1.6683,-0.0504,1.2107,0.2214
2011/11/30,-3.337,-4.0365,0.045,-1.4617,4.3315
2011/12/1,2.4625,2.0178,0.5085,5.6306,-0.1909
2011/12/2,-1.018,-2.0523,0.3288,0.2007,-0.0241
2011/12/5,-1.4048,-3.2699,0.2098,0.7316,1.0287
2011/12/6,-0.2,-0.0115,-0.1098,-1.2381,0.1106
2011/12/7,0.4724,0.279,0.0158,1.5751,0.2018
2011/12/8,-0.1276,-0.0544,-0.0112,-0.6901,-2.1142
2011/12/9,-0.8531,-0.9796,0.0868,-2.7297,1.6883
2011/12/12,-1.0293,-1.3034,0.0039,-0.0569,-1.4914
2011/12/13,-2.2506,-3.4758,-0.0333,-0.6917,-0.8686
2011/12/14,-1.0094,-1.9174,0.0237,-0.5027,-1.1348
2011/12/15,-2.3646,-2.7428,-0.0019,-1.7848,0.3243
2011/12/16,2.1079,2.9325,0.0366,1.4343,0.3216
2011/12/19,-0.2394,0.2227,0.0559,-1.1768,-1.1733
2011/12/20,-0.3076,-0.3027,0.0067,0.0553,2.9825
2011/12/21,-1.5971,-2.3959,0.0303,1.8598,0.195
2011/12/22,0.0952,-1.3068,-0.0473,-0.2075,0.8266
2011/12/23,0.7613,0.8691,0.0086,1.3654,0.9035
2011/12/26,-0.9943,-0.5807,0.0501,,
2011/12/27,-1.313,-2.5369,0.0495,,0.0079
2011/12/28,0.1255,-0.5195,0.0383,-0.5932,-1.2478
2011/12/29,0.1487,-0.0068,0.0202,-0.652,1.0707
2011/12/30,1.4875,1.8581,0.1647,0.1982,-0.4291
2012/1/4,-2.0032,-2.2818,0.031,1.589,1.5665
2012/1/5,-0.973,-3.6923,-0.0301,0.4598,0.2944
2012/1/6,0.6245,0.4286,0.1614,-1.1712,-0.2537
2012/1/9,3.4039,4.0601,0.1235,1.4665,0.2262
2012/1/10,3.326,4.1236,0.0838,0.7345,0.8886
2012/1/11,-0.4797,0.0404,0.0399,0.777,0.031
2012/1/12,-0.016,-0.0278,0.0781,-0.2953,0.2337
2012/1/13,-1.6789,-3.3508,-0.0489,0.571,-0.4948
2012/1/16,-2.0333,-3.1896,0.0017,-1.0009,
2012/1/17,4.9006,5.5684,0.011,3.2377,0.3553
2012/1/18,-1.5611,-2.0282,0.024,0.3015,1.1108
2012/1/19,1.9058,1.0165,0.0358,1.3005,0.4939
2012/1/20,1.4478,1.3709,0.0557,0.8395,0.0669
2012/1/30,-1.7318,-0.6995,0.1521,0.2488,-0.1802
2012/1/31,0.1439,0.0633,0.021,1.1412,-0.0457
2012/2/1,-1.4311,-0.8578,-0.1102,-0.2801,0.89
2012/2/2,2.3567,1.8957,-0.0552,1.9971,0.1095
2012/2/3,0.7985,1.6495,0.0107,0.0845,1.4605
2012/2/6,-0.0705,0.8677,-0.0767,-0.2266,-0.0424
2012/2/7,-1.8515,-1.6284,-0.0173,-0.0519,0.2023
2012/2/8,2.8594,2.6418,-0.1479,1.5424,0.216
2012/2/9,0.0394,0.706,-0.1907,-0.0402,0.1474
2012/2/10,0.1737,0.5298,0.0837,-1.0764,-0.6886
2012/2/13,-0.0648,0.9072,0.1514,0.4982,0.68
2012/2/14,-0.39,0.1349,0.0049,0.1457,-0.094
2012/2/15,1.0904,1.5186,-0.0438,2.1388,-0.5383
2012/2/16,-0.5308,-0.0265,-0.0614,-0.4117,1.1026
2012/2/17,0.0399,-0.3326,-0.0508,1.0074,0.2349
2012/2/20,0.1427,0.2567,0.1669,-0.311,
2012/2/21,0.8559,1.2266,-0.0239,0.2517,0.072
2012/2/22,1.3668,1.954,-0.0508,0.3285,-0.334
2012/2/23,0.338,0.3221,-0.004,-0.781,0.4272
2012/2/24,1.6023,1.5114,0.0259,0.121,0.1672
2012/2/27,0.3231,0.1997,-0.0886,-0.8829,0.1355
2012/2/28,0.2217,-0.498,-0.0231,1.6537,0.3356
2012/2/29,-1.0637,-1.3198,0.0332,0.5163,-0.4737
2012/3/1,-0.0303,0.5284,-0.0117,-1.3474,0.6158
2012/3/2,1.7692,2.1192,-0.0155,0.8149,-0.3246
2012/3/5,-0.6432,0.1044,0.0036,-1.3772,-0.387
2012/3/6,-1.5641,-0.995,0.0124,-2.1587,-1.537
2012/3/7,-0.6885,-0.7413,0.0827,-0.8578,0.6901
2012/3/8,1.2595,1.5838,0.0486,1.3232,0.9818
2012/3/9,1.0817,1.4843,0.04,0.8864,0.3631
2012/3/12,-0.3716,0.598,0.0837,0.2285,0.016
2012/3/13,1.0048,1.006,-0.0078,0.9725,1.8132
2012/3/14,-2.8335,-4.4947,-0.0123,-0.1491,-0.1196
2012/3/15,-0.7508,-1.2132,-0.0386,0.2142,0.5967
2012/3/16,1.4687,2.6458,-0.0118,-0.1671,0.1119
2012/3/19,0.2475,1.1377,0.0447,-0.9502,0.3974
2012/3/20,-1.7326,-2.178,-0.0339,-1.0753,-0.3001
2012/3/21,0.1295,0.3674,-0.0455,-0.1513,-0.1871
2012/3/22,-0.1563,-0.4696,0.0128,0.2154,-0.7207
2012/3/23,-1.1923,-1.9308,0.0316,-1.1136,0.3109
2012/3/26,0.098,-0.1049,0.0293,0.0003,1.3886
2012/3/27,-0.3248,-0.3656,0.0039,1.8291,-0.2817
2012/3/28,-2.8362,-4.4587,0.0372,-0.7673,-0.4942
2012/3/29,-1.284,-1.8425,0.0913,-1.3216,-0.1608
2012/3/30,0.482,-0.2582,0.0432,-0.2611,0.3698
2012/4/5,2.3599,3.3567,0.0132,0.182,-0.7377
2012/4/6,0.2785,0.6365,0.0068,,
2012/4/9,-0.9796,-1.1568,0.0028,,-1.1358
2012/4/10,0.9876,1.1707,-0.0466,-1.1497,-1.7081
2012/4/11,0.0098,0.35,0.0137,-1.059,0.7449
2012/4/12,2,2.0729,-0.0149,0.9267,1.3779
2012/4/13,0.3897,0.951,-0.0001,1.8385,-1.2475
2012/4/16,-0.2484,0.2844,0.0038,-0.4367,-0.0504
2012/4/17,-1.2494,-1.4632,-0.0123,-0.2345,1.5487
2012/4/18,2.2828,2.2708,-0.0206,1.0622,-0.4055
2012/4/19,-0.1482,-0.2508,-0.0023,1.0311,-0.5934
2012/4/20,1.1858,0.8546,0.0147,0.0744,0.1169
2012/4/23,-0.7919,-1.1988,0.0559,-1.8384,-0.8408
2012/4/24,-0.045,-0.6821,0.0528,0.2559,0.368
2012/4/25,0.8109,1.4324,0.0038,-0.1493,1.3645
2012/4/26,0.2093,-0.5078,0.0157,0.7915,0.668
2012/4/27,-0.2025,-0.9565,0.0108,-0.328,0.2414
2012/5/2,2.183,1.4632,0.0601,2.7367,-0.0748
2012/5/3,0.2993,0.4184,-0.0068,-0.2795,-0.7659
2012/5/4,0.9051,0.6478,0.0121,-0.7696,-1.6147
2012/5/7,0.0699,0.7065,0.0396,-2.6053,0.0351
2012/5/8,-0.3187,-0.0286,0.0025,-0.2527,-0.4279
2012/5/9,-1.9048,-1.7445,0.0596,-0.7523,-0.6702
2012/5/10,-0.0113,0.3675,0.09,-0.5084,0.2517
2012/5/11,-0.7638,-0.422,0.1692,-1.2985,-0.3387
2012/5/14,-0.8109,-0.1423,0.3272,-1.15,-1.1113
2012/5/15,0.0703,-0.1136,0.3299,0.807,-0.5746
2012/5/16,-1.6324,-1.2297,0.2485,-3.1893,-0.4404
2012/5/17,1.5262,1.4718,-0.0988,-0.3058,-1.5051
2012/5/18,-1.529,-1.5704,0.1352,-1.2972,-0.7388
2012/5/21,0.515,-0.0632,-0.0013,-0.1558,1.6036
2012/5/22,1.5574,1.5741,0.0399,0.6174,0.0486
2012/5/23,-0.4056,-0.0576,0.0066,-1.3286,0.1694
2012/5/24,-0.8258,-0.8311,0.2515,-0.6376,0.138
2012/5/25,-0.8537,-1.1576,0.2502,0.2518,-0.2166
2012/5/28,1.6162,1.4287,-0.0595,0.468,
2012/5/29,1.3831,1.5789,-0.0394,1.3535,1.1079
2012/5/30,-0.3243,0.1746,-0.0665,-1.9167,-1.4335
2012/5/31,-0.3866,0.0366,0.1004,-0.3248,-0.2277
2012/6/1,0.0363,-0.2439,-0.0031,-0.3821,-2.4643
2012/6/4,-2.8094,-3.275,0.0506,-2.0085,0.011
2012/6/5,-0.0072,-0.1158,-0.0476,0.4038,0.5727
2012/6/6,-0.0563,-0.4824,0.0249,1.4322,2.3049
2012/6/7,-0.595,-0.5285,0.0612,0.8518,-0.0106
2012/6/8,-0.7023,-0.4741,0.2862,-0.942,0.8114
2012/6/11,1.3444,1.8561,-0.0774,2.4391,-1.262
2012/6/12,-0.707,-0.6039,-0.0424,-0.4277,1.1651
2012/6/13,1.5927,1.8425,-0.077,0.8158,-0.7023
2012/6/14,-0.7833,-0.6033,-0.0482,-1.1464,1.0815
2012/6/15,0.2981,-0.1016,0.04,2.2625,1.0338
2012/6/18,0.5124,0.9793,-0.0604,1.008,0.1445
2012/6/19,-0.8752,-0.7265,-0.019,-0.0573,0.9816
2012/6/20,-0.2349,-0.5978,-0.0205,0.5262,-0.1686
2012/6/21,-1.5837,-1.2446,0.0299,-1.3002,-2.2262
2012/6/25,-2.2159,-2.7214,0.0942,-1.9082,-0.8895
2012/6/26,-0.0653,-0.09,0.0529,0.4466,0.4773
2012/6/27,-0.3145,-0.3888,0.1306,1.0279,0.8985
2012/6/28,-0.8772,-1.3975,0.0813,-0.7909,-0.211
2012/6/29,1.4793,1.2587,-0.0111,2.1876,2.492
2012/7/2,0.1473,1.1103,0.0035,,0.2459
2012/7/3,0.1413,0.1788,0.0658,1.5126,0.6232
2012/7/4,-0.154,-0.5128,0.0344,-0.1306,
2012/7/5,-1.4016,-2.2742,0.0219,0.5042,-0.4687
2012/7/6,1.7382,1.9994,0.1777,-0.0429,-0.9433
2012/7/9,-2.2882,-2.5166,0.1322,-1.8815,-0.1639
2012/7/10,-0.3862,-0.975,0.0692,-0.1633,-0.8126
2012/7/11,0.7839,1.1421,0.0342,0.1212,-0.0015
2012/7/12,0.9733,1.3571,0.0308,-2.0328,-0.4987
2012/7/13,0.0593,-0.4411,-0.044,0.3549,1.6497
2012/7/16,-2.0771,-3.6097,-0.018,0.1504,-0.2314
2012/7/17,0.603,0.7006,0.0023,1.7467,0.741
2012/7/18,0.0056,0.5567,0.0318,-1.1074,0.6681
2012/7/19,0.4137,1.1873,-0.0547,1.6589,0.2717
2012/7/20,-1.067,-0.6704,0.0237,0.418,-1.0062
2012/7/23,-1.3769,-0.9513,0.0273,-2.9904,-0.8909
2012/7/24,0.4465,0.6961,0.0241,-0.7887,-0.9041
2012/7/25,-0.6696,-0.863,-0.0196,-0.1369,-0.0314
2012/7/26,-0.5337,-0.8928,-0.0202,0.0819,1.6541
2012/7/27,0.069,-0.5676,-0.0122,2.0228,1.9081
2012/7/30,-0.5668,-2.0143,0.0299,1.6106,-0.0483
2012/7/31,-0.1229,-1.8107,-0.0841,1.0794,-0.4317
2012/8/1,1.1029,1.804,0.0132,0.1191,-0.303
2012/8/2,-1.0077,-0.6318,-0.02,-0.6568,-0.7374
2012/8/3,0.8075,2.0024,-0.0204,-0.122,1.904
2012/8/6,1.3542,2.3747,-0.0528,1.6909,0.2329
2012/8/7,0.1367,0.9285,-0.1048,0.3692,0.5107
2012/8/8,0.0386,-0.3494,-0.0739,-0.035,0.0621
2012/8/9,0.9166,1.4471,0.0937,1.0164,0.0414
2012/8/10,-0.4955,-0.2705,0.0532,-0.6579,0.2188
2012/8/13,-1.9927,-2.2895,-0.0732,-0.2719,-0.1252
2012/8/14,0.2162,0.9489,-0.0369,1.0473,-0.0128
2012/8/15,-1.0777,-1.1567,-0.0745,-1.1797,0.114
2012/8/16,-0.5123,-0.7252,-0.0314,-0.4455,0.7101
2012/8/17,-0.267,-0.0015,0.0487,0.767,0.1872
2012/8/20,-0.5052,0.081,-0.1044,-0.0587,-0.0021
2012/8/21,0.5176,1.408,-0.0525,-0.0208,-0.3498
2012/8/22,-0.783,-0.8886,-0.1554,-1.0563,0.0226
2012/8/23,0.2881,0.6618,0.0335,1.2292,-0.8072
2012/8/24,-1.152,-1.8702,0.0778,-1.2528,0.6455
2012/8/27,-2.0861,-2.4931,0.0268,-0.4093,-0.0489
2012/8/28,0.4581,0.5232,-0.0522,0.0663,-0.0808
2012/8/29,-1.0542,-0.6702,-0.0479,-0.1176,0.0844
2012/8/30,-0.1555,-1.574,0.0434,-1.1906,-0.7806
2012/8/31,-0.294,0.3197,-0.0351,-0.3597,0.5073
2012/9/3,1.0659,1.9368,0.0698,0.3934,
2012/9/4,-1.0753,-1.1086,0.0475,-0.6611,-0.1166
2012/9/5,-0.2056,0.5363,-0.0148,-1.466,-0.1068
2012/9/6,0.8159,1.1357,-0.0031,0.3355,2.0436
2012/9/7,4.4799,3.6273,-0.0823,3.0863,0.405
2012/9/10,0.4094,0.868,-0.1165,0.1263,-0.6148
2012/9/11,-0.6351,-0.4019,-0.0222,0.1549,0.3135
2012/9/12,0.3539,0.7771,-0.1244,1.0953,0.2093
2012/9/13,-0.9314,-1.3869,-0.0612,-0.1383,1.631
2012/9/14,0.7431,0.2625,-0.1465,2.9038,0.3959
2012/9/17,-2.4546,-3.0058,-0.1105,0.1373,-0.3125
2012/9/18,-1.0389,-0.4153,0.1617,-0.272,-0.128
2012/9/19,0.492,0.9803,-0.0175,1.1648,0.1185
2012/9/20,-2.2386,-2.8903,0.017,-1.2043,-0.0541
2012/9/21,0.1417,-0.571,0.0027,0.6994,-0.0075
2012/9/24,0.7482,0.746,0.0853,-0.1941,-0.2233
2012/9/25,-0.242,-0.7184,0.1168,0.0192,-1.0502
